class_id,description
35,"Providing a website featuring recommendations, ratings and reviews posted by consumers about local service providers in the field(s) of {specify field, e.g., home renovation, automotive repair, health care providers, etc.} for commercial purposes"
35,Online advertising network matching services for connecting advertisers to websites
35,Corporate image development consultation
35,Providing business information via a web site
35,"Career advancement consulting services in the field of {specify field, e.g., nursing, engineering, information technology, etc.}"
35,Release of information (ROI) services for others
35,Business administration services
35,"Fuel management services in the field of {indicate specific field, e.g., aviation, trucking, vehicle fleets, etc.}"
35,Rental of vending machines
35,Web site traffic optimisation
35,Providing consumer product information relating to food or drink products
35,"Advertising services in the field of {specify field, e.g., clothing, pharmaceuticals, etc.}"
35,Marketing the goods and services of others by means of push notification technology
35,Sales management services
35,"Marketing the goods and services of others by {specify means, e.g., distributing coupons, providing hyperlinks to websites of others, etc.}"
35,"Providing information, news and commentary in the field of business"
35,Flea markets
35,"Promoting the interests of people concerned with {specify type of issues, e.g., urban planning, affordable housing, etc.} issues"
35,Smoke shops
35,Tobacco shops
35,"Tracking and monitoring {indicate business-related activities or expenses, e.g., energy consumption, fluctuation in gasoline prices, etc.} for others for account auditing purposes"
35,Arranging and conducting sales events for others of livestock and registered and commercial cattle
35,"Promoting the {specify goods or services, e.g., artwork, designs, music, etc.} of others by means of providing online portfolios via a website"
35,"Providing consumer product advice relating to {specify goods, e.g., laptops, software, cosmetics, etc.}"
35,Hypermarkets
35,Wholesale services through direct solicitation by salespersons directed to end-users featuring {indicate specific field or goods}
35,Providing business and commercial information in the field of business travel management and the business travel industry
35,"On-line wholesale and retail store services featuring {indicate specific field, e.g. auto parts, clothing, jewelry}"
35,"Distributorships in the field of {indicate field, e.g. clothing, automotive parts, cosmetics}"
35,Matching individuals to serve on non-profit boards of directors through profiling surveys and analysis
35,Business management and operation of retirement communities for others
35,Online retail services through direct solicitation by salespersons directed to end-users featuring {indicate specific field or goods}
35,Online retail services through direct solicitation by distributors directed to end-users featuring {indicate specific field or goods}
35,Newspaper subscriptions
35,Utilization and review of {indicate specific area}
35,Promoting public awareness of environmental matters
35,Providing recommendations of service providers to consumers for commercial purposes
35,Administration of a program to promote community service
35,Commercial evaluation and rating of consumer goods for others prior to purchase
35,Promoting the goods and services of others by means of word-of-mouth and nontraditional marketing programs
35,Providing information in the field of the {indicate commercial/industrial field} industry
35,Business consulting in the consumer products industry
35,Magazine subscription and fulfillment services
35,"Ad serving, namely, placing advertisements on websites for others using specialized computer software"
35,"Exchange services, namely, bartering of goods for others"
35,"Promotional services, namely, promoting the goods of others by means of providing online coupons"
35,Banner advertising
35,"Providing a web site where users can post items for sale and buy items posted by others in the field of new or used brick, stone and other building materials"
35,"Promotional services, namely, promoting the goods of others by means of providing online restaurant menus"
35,Consulting services in the field of providing businesses with consumer information about and advice on selection of industrial recycling processing and handling equipment
35,Collecting and analyzing claims data from healthcare organizations for business purposes
35,Business strategy development services
35,Organisation of exhibitions and events for commercial or advertising purposes
35,Arranging and conducting auctions
35,"Compilation, production and dissemination of advertising matter"
44,Aerial and surface spreading of fertilizers and other agricultural chemicals
44,Aerial and surface spreading of fertilisers and other agricultural chemicals
45,Providing information about legal services via a website
1,Battery electrolytes
2,Colorants for butter
2,Colorants for beer
23,Camel hair yarn
2,Aluminium paints
2,Colorants for liqueurs
11,Hot tub jets
17,Non-metal couplings for fire hoses
17,Non-metal elbows for pipes
21,Cupcake stands
21,Pudding molds
31,Edible pet treats
32,Sherbet beverages
32,Fruit drinks
1,Mercury salts
1,Salts for industrial purposes
1,Gold salts
2,Food colorants
10,Surgical implants comprised of artificial materials
11,Shower cubicles
12,Dredgers [boats]
36,Jewelry appraisal
36,Numismatic appraisal
37,Rental of oil well drilling tools
37,Mobile automotive oil change services provided at the customer's location
37,Construction consultation
37,Electric appliance installation and repair
37,Factory construction
37,Film projector repair and maintenance
37,Fire alarm installation and repair
37,Freezing equipment installation and repair
37,Photographic apparatus repair
37,Pumicing
37,Repair of security locks
40,Leather staining
9,"Recorded computer software and hardware for {specify the function of the software and hardware, e.g., use in network management, etc. and, if system is content- or field-specific, the content or field of use} sold as a unit"
9,Computer hardware and software used for the control of voice controlled information and communication devices
9,Telecommunications hardware and recorded software for monitoring and alerting remote sensor status via the Internet sold as a unit
9,Electrical energy utilization metering devices complete with related software
9,Electrical energy utilization metering devices
9,Recorded CAD/CAM software for {indicate general use or name specific field}
9,Downloadable DVR sideloading software application for downloading DVR-recorded content for viewing on smartphones
9,Computer hardware and recorded software for setting up and configuring local area networks sold as a unit
9,Computer hardware and recorded software for setting up and configuring wide area networks sold as a unit
9,"Computer game software focusing on achieving a set of goals, positions, ownership, and credentials, and professional and social status, and good fortune necessary to succeed professionally and personally, and not referring either to a group of software for use in commerce or to a group of offices"
9,"Downloadable communications software for connecting {specify, e.g., computer network users, global computer networks, etc.}"
9,Recorded educational software featuring instruction in {specify subject matter}
9,Downloadable medical software for processing and displaying breast images on medical resonance imaging machines (MRIs)
9,Computer hardware and peripheral devices and recorded computer software for data communication and translating and transmitting data sold therewith
9,Computer programs recorded on data media (software) designed for use in construction and automated manufacturing (cad/cam)
9,"Computer software platforms, downloadable, for {indicate purpose of platforms, e.g., application development, web hosting, database management, etc.}"
9,Electrical leak detection hardware and recorded operating software sold as a unit
9,"Computer software for {specify function of the software, e.g., for medical clinicians to electronically manage and process patient health data and bill medical insurers, etc.} and instructional user guides sold as a unit"
9,"Downloadable computer software for {specify the function of the programs, e.g., use in database management, use as a spread sheet, word processing, etc. and, if program is content- or field-specific, the content or field of use} and instructional user guides sold as a unit"
9,Recorded computer-aided manufacturing (CAM) software for {indicate general use or name specific field}
9,Downloadable interactive multimedia computer program for {specify subject matter or purpose of program}
9,Downloadable computer utility programs for performing computer maintenance
9,"Downloadable computer groupware for {specify the function of the programs, e.g., use in database management, use as a spread sheet, word processing, etc. and, if program is content- or field-specific, the content or field of use}"
15,Music stands and stands for musical instruments
18,Leather thread
18,Baggage tags for travel baggage
24,Quilts made of terry cloth
28,Abdominal wheel rollers for fitness purposes
28,Instep guards for athletic use
28,Taekwondo kick pads
29,"Flounders, not live"
29,"Sole fish, not live"
31,"Sole fish, live"
31,"Yellow croakers, live"
28,Billiard gloves
21,Sushi rolling mats
31,"Flounders, live"
29,"Yellow croakers, not live"
31,Algae powder for animal consumption
31,Fresh figs
29,Peeled carrots
44,Artificial insemination
17,"Junctions, not of metal, for rigid pipes"
1,"Acetate of cellulose, unprocessed"
1,"Acrylic resins, unprocessed"
41,Rental of robotic drums
42,Rental of laboratory robots
41,Providing online non-downloadable cartoon strips
9,Downloadable cartoon strips
3,Almond soap
3,"Bath salts, not for medical purposes"
21,Floating drink holders
28,Softball mitts
28,Softball gloves
8,Non-electric vegetable peelers
17,Padding materials of rubber
18,Horse rugs
18,Attaché cases
10,Anaesthetic apparatus
7,Timing belts for machines
16,Scented toilet tissue
29,Peeled garlic
10,Anaesthetic masks
10,Analysers for bacterial identification for medical purposes
10,Analyzers for bacterial identification for medical purposes
8,Hand-operated scrapers for skinning fish
42,"Providing temporary use of non-downloadable web-based decentralized applications (DApps) for {specify the function of the applications, e.g., cryptocurrency trading, cloud storage of data, web browsing, etc. and, if software is content- or field-specific, the field of use}"
19,"Non-metal barricades comprised of {specify material composition, e.g., plastic, wood, etc.}"
35,"Charitable services, namely, coordination of the procurement and distribution of {indicate in-kind donations generally, or specify types of donated goods, e.g., food donations, clothing donations, etc.} from {indicate donors, e.g., the general public, retailers, etc.} to {indicate recipients, e.g., needy people, disadvantaged women, etc.}"
1,Vegetable substances in the nature of filtering materials in {indicate nature of filtering process or industry}
8,Biodegradable knives
8,Hand-operated ice augers used for ice fishing
35,"Charitable services, namely, coordination of the procurement and distribution of in-kind donations of services"
16,Scented facial tissue
16,Scented toilet paper
8,Concrete trowels
9,Motion recognizing sensors
10,Abdominal belts
35,"Charitable services, namely, coordination of the procurement and distribution of in-kind donations of goods"
9,"Vehicle charging stations for electric {specify type of electric vehicles, e.g., bicycles, cars, etc.}"
7,Loader buckets for excavators
35,Consultancy regarding advertising communication strategies
36,Credit counseling services
36,Financial risk assessment services
36,Investment banking services
36,Electronic funds transfer
21,Biscuit cutters
9,Automatic solar tracking sensors
8,Hand operated tools for crushing aluminum cans
3,Herbal extracts sold as components of cosmetics
2,Dyewood extracts
8,Hand-operated tools for bending pipes
8,Hand-operated tools for planting bulbs
8,Hand-operated post hole diggers
9,Lasers for measuring
40,Embroidery [embroidering]
29,"Oil, namely, {specify type for cooking, e.g., vegetable oil, salad oil, edible oil}"
9,Anti-glare filters for televisions
3,Shaving stones being astringents for cosmetic purposes
3,Shining preparations being polish
3,Cosmetic nail preparations
3,Air fragrance reed diffusers
11,Electric coffee pots
20,Kitchen cabinets
29,Ratatouille
36,Debt settlement negotiation services
1,Peat for use as fertilizer
1,Crotonic aldehyde
17,"Carbon fibers, other than for textile use"
17,"Carbon fibres, other than for textile use"
17,"Threads of plastic materials, other than for textile use"
4,Gas oil
4,Greases for the preservation of leather
4,"Petroleum, raw or refined"
10,Dental devices for the treatment of obstructive sleep apnea
4,Lubricating graphite
4,Rape oil for industrial purposes
16,Paper washcloths
28,Stuffed toy animals
32,Distilled drinking water
17,Asbestos fibers
17,Asbestos fibres
17,Valves of india-rubber or vulcanized fiber
17,Washers of rubber or vulcanized fibre
17,"Elastic threads, other than for textile use"
17,Stuffing of rubber or plastics
16,Papers for painting and calligraphy
14,Crucifixes as jewellery
6,Bottle caps of metal
6,Brackets of metal for building
28,Christmas dolls
28,Toy modeling dough
42,Rental of load banks for testing electrical power sources
16,Holders for cheque books
6,Bick-irons
6,Booths of metal for spraying paint
6,Bright steel bars
28,Ventriloquist's dummies
28,Squeeze toys
28,Toy rockets
6,Beak-irons
7,Conveyors being machines
13,Combination holster and ammunition magazine pouch
16,Holders for checkbooks
16,"Paper ribbons, other than haberdashery or hair decorations"
15,Robotic drums
28,Desktop toy sports games
28,Perpetual motion desk toys
40,Goldsmithing
28,Smart plush toys
28,Newton's cradle desk toys
28,Zen garden desk toys
40,Cloth pre-shrinking
28,Smart robot toys
28,Smart electronic toy vehicles
9,Thermal immersion circulators for laboratory use
40,Blueprinting
44,Advisory services relating to health
44,Beauty consultancy services
9,Medical weighing scales
11,Electric coffee urns
7,Electric pasta makers for household purposes
7,Electric window cleaning machines
36,"Rental of real estate in the nature of {indicate, e.g., apartments, residential housing, etc.}"
9,Electrified rails for mounting spot lights
3,Eyeshadow palettes
7,Dishwashers for household purposes
5,"Dietary and nutritional supplements for {indicate intended users or specify purpose, e.g., animals, weight loss, etc.}"
36,"Real estate brokerage of {indicate type of real estate, e.g., commercial properties, etc.}"
26,"Hat pins for securing hats, other than jewellery"
3,Basma dye for cosmetic purposes
6,Door scrapers of metal
20,Door scrapers not of metal
10,Disposable feeding bottle teats
10,Teats being pacifiers for babies
9,Video game software
17,Loading dock bumpers of rubber
9,Computer programs for word processing
9,Game software
18,Leather laces
9,Recorded computer anti-virus software
9,"Downloadable computer  application software for mobile phones, namely, software for {specify the function of the programs, e.g., use in database management, use in electronic storage of data, etc.}"
20,Stuffed animals in the nature of taxidermy
1,Hydrochloric acid
17,"Artificial resins, semi-processed"
17,Padding materials of rubber or plastics
16,Stuffing of paper or cardboard
16,"Paper bows, other than haberdashery or hair decorations"
20,Inflatable pet beds
29,Fruit spreads
44,Hydrotherapy services
8,"Hand-operated guns for the extrusion of {indicate material extruded, e.g., adhesives, sealants, etc.}"
1,Mold-release preparations
7,Bending machines
29,Cream of coconut
7,Bicycle assembling machines
7,Bicycle dynamos
36,Money order services
40,Mounting of works of art as part of the framing process
7,Aeronautical engines
7,"Beverage preparation machines, electromechanical"
7,Swimming pool vacuum cleaners
19,Non-metal podiums in the nature of prefabricated non-metal platforms
21,Stovetop popcorn poppers
25,Bolo ties
26,Clown wigs
17,Plastics in extruded form for use in further manufacturing
25,Shapewear
25,Mukluks
3,Cosmetic preparations for baths
3,Cream for whitening the skin
3,"Degreasers, other than for use in manufacturing processes"
3,Descaling preparations for household purposes
3,Dry-cleaning preparations
4,Waxes being raw materials
12,Hydrofoils being boats
6,Armoured doors of metal
9,Highway safety cones
29,Sliced sea whelks
31,"Sea whelks, live"
31,Fresh edible black fungi
8,Cuticle trimmers
10,Childbirth mattresses
10,Clothing especially for operating rooms
10,Armchairs for medical or dental purposes
10,Babies' bottles
36,Rental of cash dispensers
37,Repair or maintenance of mechanical parking systems
37,Repair or maintenance of office machines and equipment
37,Repair or maintenance of water purifying apparatus for industrial purposes
3,Lipstick cases
3,Shower and bath foam
39,Rental of electric wine cellars
36,Accounts receivables financing
36,Rental of offices for co-working
35,Production of teleshopping programmes
31,"Edible insects, live"
6,Hardware mounting system comprised of metal brackets for bath accessories and decorative hooks
37,Rental of dish washing machines
37,Sterilisation of medical instruments
36,Administration of savings accounts
35,Negotiation of business contracts for others
30,Processed seeds for use as a seasoning
30,Dulce de leche
37,Hydraulic fracturing services
18,Business card holders in the nature of card cases
9,Motion sensors for security lights
9,Data gloves
9,Battery terminals
9,Earth terminals
10,"Supports for {indicate specific body part, e.g., ankle, wrist, etc.} for medical use"
44,Wig styling services
7,Sparking plugs for automotive engines
8,Fruit carving knives
11,Thermostatic mixing valves
4,Conditioning oil for baseball gloves
5,Deodorants for upholstery
9,Terminals for batteries
11,"Whistling kettles, electric"
21,"Whistling kettles, non-electric"
21,Baking cups of paper
42,Radiation measurement services
20,Height adjustable tables
21,Non-electric woks
21,Nutmeg graters
21,Drinking troughs for poultry
21,Towel rails
12,Ski carriers for cars
18,Horse bridles
19,"Platforms, prefabricated, not of metal"
9,Visors for helmets
28,Playground slides
28,Foosball tables
28,Hang gliders
28,Parlor games
28,Poles for pole vaulting
28,Portable games with liquid crystal displays
28,Rosin used by athletes
28,Skittles
26,Embroidery
26,Rug hooks
26,Hair pins
26,Shoulder pads for clothing
27,Rugs
28,Ring games
28,Football blocking sleds
3,Drying agents for dishwashing machines
3,Lip rouge
3,Extracts of flowers being perfumes
12,Manned submersible vehicles
12,Mud flap weights
13,Gun mounts
13,Gun barrels
13,Gun cotton
11,Steam accumulators
11,Faucets
11,"Tea kettles, electric"
11,Lighted disco balls
11,Solar furnaces
12,Parachutes
12,Motorcycle foot pegs
12,Dump carts
12,Oarlocks
12,Oars
12,Dump trucks
12,Motor homes
12,Pontoon boats
12,Ships
12,Sleighs for transport purposes
12,Go-karts
12,Reduction gears for land vehicles
12,Skiffs
13,Rocket launchers
13,Shotgun powder
13,Luminous explosive fog signals
45,Consultancy relating to computer software licensing
45,Opening of security locks
39,Transport of goods for impounding
39,Storage of goods for impounding
7,Wastewater pumping stations
29,Salted jellyfish
6,Metal ramps for use with vehicles
9,Downloadable computer program manuals for {indicate subject matter}
28,Toy looms
9,Downloadable computer software for the structural and functional analysis of genomes
11,Reading lamps
26,"Adhesive weights that attach to interior clothing hemlines to hold {specify article of clothing, e.g., dresses, skirts, lingerie, etc.} in place"
9,Downloadable computer software for implementing engineering analysis of structure against applied loads
20,Wig display stands
21,Holders for cooking pot lids
24,Fitted toilet lid covers of fabric or fabric substitutes
44,Medical counseling relating to disease risk
26,Adhesive weights that attach to interior clothing hemlines to hold clothing in place
9,Downloadable computer game instruction manuals
26,Hair coloring caps
11,Sinks
11,Sockets for electric lights
12,Hospital carts for dispensing medication
12,Concrete mixing vehicles
12,Internal combustion engines for land vehicles
12,Driverless cars
12,Ferry boats
11,Globes for lamps
12,Rafts
12,Spare tire covers
12,Steering wheels for vehicles
12,Motorcycle drive chains
12,Covers for baby strollers
13,Detonators
13,Projectiles [weapons]
13,Loading clips for small arms
13,Military rifles
14,Statues of precious metal
14,"Jet, unwrought or semi-wrought"
14,Gold bullion
15,Concertinas
15,Maracas
12,Spare tire carriers for vehicles
12,Refrigerated trailers
12,Funicular railcars
12,Hydroplanes
12,Motor coaches
12,Sculls
12,Treads for retreading tires
28,Stationary exercise bicycles
26,Fringes
26,Prize ribbons
28,Snowboards
29,Bone oil for food
30,Enchiladas
30,Risotto
30,Spring rolls
30,Noodles
30,"Garden herbs, preserved [seasonings]"
30,Nut flours
30,Ravioli
30,Ham glaze
30,Iced tea
30,Macaroni
30,Meat pies
30,Rice
30,Sago
29,Soups
29,Canola oil for food
29,Tofu skin
30,Honey
28,Cases for billiard cues
28,Billiard ball racks
28,Punching bags for boxing
28,Track and field hammers
29,Frozen fish
29,Seed butters
29,Protein milk
29,Peeled potatoes
29,Cranberry compote
29,Cacao butter for food
29,Chicken wings
30,Pastry dough
30,Pecan logs
30,Instant rice
28,Fishing weights
29,Dill pickles
29,Lemon curd
29,Prepared coconut
29,Fruit salads
29,Fish fillets
41,Personal appearances by a celebrity spokesperson in the nature of participating as a presenter for television awards shows
41,Personal appearances by an actor as a spokesperson for entertainment and education purposes
10,Adjustable sit-to-stand assistive device for use by mobility-impaired individuals comprised of dual support handles and a frame that fits underneath chair cushions
30,Super-hot chile pepper powder for use as a seasoning
28,Restraint straps for bodyboards
28,Rotating push-up handles
21,Brushes for billiard tables
21,Bota bags
21,Marinade injectors
21,Soap containers
21,Dusting brushes
28,Action figures
26,Edgings for clothing
24,"Table runners, not of paper"
22,Plastic fibers for textile use
22,Ramie fiber
22,Vitreous silica fibres for textile use
21,Cake decorating tips and tubes
21,"Fiberglass thread, other than for textile use"
21,"Vitreous silica fibers, other than for textile use"
21,Cake moulds
21,Rags for cleaning
28,Toy putty
28,Toy mobiles
21,Whistling kettles
25,Tangas
28,Kick pads for martial arts
28,Elbow pads for American football
28,Magnetic building blocks being toys
28,Focus pads for martial arts
28,Gloves for American football
28,Chest pads for American football
28,Hand grip strengthener rings
9,Recorded computer software development tools
9,Downloadable computer software for use in database management
9,Downloadable computer software for database management
9,"Recorded computer firmware for {specify the function of the program, e.g., use in database management, use as a spreadsheet, word processing, etc. and, if firmware is content- or field-specific, the content or field of use}"
9,Recorded children's educational software
9,Downloadable anti-spyware software
9,Recorded  tax management software
9,Downloadable medical software for {indicate function or purpose of software}
9,Downloadable tax preparation software
9,Recorded tax preparation software
31,Litter peat
31,Pet food
1,Size for use in the textile industry
9,"Countdown timers and alarms to remind a person to take or give medication and/or to remind a person of daily routines, incorporated into a wristband"
8,Curling irons
25,Christening gowns
39,Providing space vehicle launching facilities for others
17,Thread seal tape
7,Power-operated pry bars
8,Hand-operated pry bars
17,Polytetrafluoroethylene (PTFE) thread seal tape
15,Dampers for musical instruments
15,Drumheads
15,Plectrums
15,Skins for drums
11,Nuclear reactors
11,Refrigerators
11,Rotisseries
11,Shower heads
11,Water bed heaters
12,Outriggers for watercraft
16,Etching needles
16,Paper containers
16,Engraving plates
16,Hectographs
16,Lithographs
16,Packing paper
16,Passport holders
16,Printing blocks
16,Spools for inking ribbons
16,Stationery
16,Stencils
45,Legal consultancy
10,Pill crushers
11,Electric yoghurt makers
21,Non-electric yoghurt makers
11,"Food dehydrators, electric"
11,Electric food dehydrators
11,Electric food dehydrators for household purposes
40,"Custom 3D printing of {indicate field of goods, e.g., toys, furniture, etc.} for others"
40,Custom additive manufacturing for others
40,Custom additive manufacturing
40,Additive manufacturing for others
40,Additive manufacturing
40,"Additive manufacturing of {indicate field of goods, e.g., toys, furniture, etc.}"
41,Video editing services for events
41,Lighting technician services for events
42,"Technological research in the field of {indicate field or subject matter, e.g., computer hardware systems, renewable energy resources, etc.}"
7,Machines for the mineralization of drinking water
7,Machines for the mineralisation of drinking water
7,"Pasta making machines, electric"
7,Filters for motors and engines
10,Tips for crutches
10,Traction apparatus for medical purposes
10,Surgical cutlery
10,Sphygmotensiometers
10,Spittoons for medical purposes
10,"Splints, surgical"
11,Electrical rice cookers
11,Electric flashlights
11,Electric lights for Christmas trees
11,Klieg lights
11,Roasting spits for cooking ovens
11,Headlights for automobiles
10,Surgical bougies
10,Therapeutic facial masks
10,Surgical thread
10,Tomographs for medical purposes
10,Syringes for medical purposes
10,"Sterile sheets, surgical"
11,Electric bread cookers
11,Electric food steamers
11,Drying apparatus for chemical processing
11,Electric panini makers
11,Electric grills
5,Medicated bath powders
40,"Provision of information, advice and consultancy in relation to the production of energy, and the treatment,  recycling, transformation and incineration of waste"
19,Non-metal mosaic tiles for building
16,Felt mats for calligraphy
5,Medicines for alleviating constipation
5,Molding wax for dentists
5,Enzymes for veterinary purposes
5,Lacteal flour for babies
5,Preparations for killing weeds
41,Rental of video games
41,Rental of bounce houses
41,Publication of brochures
43,"Rental of chairs, tables, table linen, glassware"
5,Eucalyptus for pharmaceutical purposes
5,Fish meal for pharmaceutical purposes
16,Rubber bands [office requisites]
16,Photo-engravings
16,"Plastic cling film, extensible, for palletization"
16,Sealing compounds for stationery purposes
16,Stamp pads
16,Paper cake decorations
5,Porcelain for dental prostheses
5,Detergents for medical purposes
5,Radioactive substances for medical purposes
5,Eyepatches for medical purposes
5,Diagnostic biomarker reagents for medical purposes
5,Sanitary panties
5,Flaxseed meal for pharmaceutical purposes
5,Hemoglobin
5,Laxatives
5,Liniments
5,Linseed dietary supplements
7,"{Indicate type of filter, e.g., oil, gas, air} filters for motors and engines"
7,Steam mops
7,Electric steam mops
9,Downloadable computer software for encryption
9,Downloadable computer software for controlling self-service terminals
9,Downloadable computer chatbot software for simulating conversations
37,Glazing of windows
29,"Sweet corn, processed"
40,Processing of medicinal plants
7,Mechanical hoists
11,Electric heaters for massage stones
44,Medical testing for diagnostic or treatment purposes
37,Repair and maintenance of wind power plants
40,Cloth waterproofing
30,"Coffee essences in the form of {indicate specific form, e.g., chewable tablets, powder, etc.} for use as substitutes for coffee"
36,Accounts payable debiting services
35,Compiling indexes of information for commercial or advertising purposes
28,"Electronic game playing apparatus for {indicate type of game or purpose of apparatus, e.g., action-type target games, directing player action in running race games, etc.}"
45,Consultancy relating to patent licensing
40,Trash compacting services
25,"Postpartum clothing, namely, {indicate specific items, e.g., shirts, pants, shorts, etc.}"
29,Lyophilised meat
29,Dried fruits in powder form
30,Burgers contained in bread rolls
11,Barbecue smoker cooking grates
21,Heads for electric toothbrushes
7,Bearing cages being parts of machines
7,Electric hedge trimmers
30,Pastries with fruit
32,Beer making kit
30,Ice blocks
30,Cooking salt
30,Crisp bread
10,Therapeutic hot therapy packs
36,"Credit card transaction processing services provided via  {indicate the method by which the services are offered, e.g., mobile applications, a website, etc.}"
10,Therapeutic cold therapy packs
36,Cryptocurrency payment processing
36,"Debit card transaction processing services provided via  {indicate the method by which the services are offered, e.g., mobile applications, a website, etc.}"
9,"Electronic devices for detecting and locating {specify, e.g., lost articles, people, pets, etc.} using {specify the type of technology, e.g., radio frequency, global positioning systems, cellular communication networks, etc.}"
29,"Mechanically-separated meat, namely, {specify type, e.g., ham, turkey, lamb, veal, etc.}"
41,"Charitable services, namely, providing facilities and equipment for video production"
29,Mechanically-separated meat
10,Health trusses
31,"Quinoa, unprocessed"
30,Croûtons
29,Flaxseed oil for food
29,Linseed oil for food
29,"Meat, canned"
29,"Meat, tinned"
29,"Fruits, canned"
29,"Fruits, tinned"
29,"Fish, canned"
6,Laths of metal
16,Kitchen paper
16,Photograph stands
16,Easels
16,Paper clips
16,Printed patterns for dressmaking
5,Hypolipidemic agents
45,Legal consultation in the field of taxation
16,Printing type
5,Nutritional supplements
5,Pearl powder for medical purposes
5,Petroleum jelly for medical purposes
5,Pharmaceutical preparations for treating dandruff
5,Smelling salts
5,Nursing pads
5,Lice treatment preparations
5,Allergy relief medication
5,Hydrocortisone
5,Burn relief medication
5,Anesthetics for surgical use
5,Oral analgesics
30,Chocolate-based spreads
29,Milk substitutes
29,Hot dog sausages
29,Potato-based dumplings
29,Lyophilized vegetables
29,Vegetable-based cream
29,Oat milk
25,Footwear for men and women
29,Tinned seafood
17,Soundproofing materials of rock wool [not for building purposes]
29,Almond milk
29,Freeze-dried meat
9,Magnetic pens
32,Fruit-flavored beverages
41,"Charitable services, namely, providing facilities and equipment for music production"
32,Sarsaparilla [beverage]
30,Packaged meal mixes consisting primarily of pasta or rice
31,"Squid, live"
30,Mixes for making breading
30,Table salt
30,Sorbet
30,Chili paste for use as a seasoning
30,Non-medicated lozenges
29,Vegetable-based cooking spray
35,"Business services, namely, a network of solar contractors receiving leads and bidding opportunities by means of an online marketplace for the purpose of developing information to evaluate the investment value of solar energy for a web-based consumer"
42,"Providing a website that enables users to subscribe to coaching, mentoring, and/or educational services and to enable users to author and publish instructional content for others"
39,Vehicle breakdown towing services
28,Mosaic puzzles
41,Organizing and conducting a running event the proceeds of which are donated to charity
28,Arm guards for baseball
11,Portable fire pit cooking grids
21,Camping grills
21,Coin banks
42,Religious retreat services
5,Mosquito-repellent patches for babies
6,Balls of steel
7,Honey extracting machines
7,Raw cotton cleaning machines
8,Ear tag pliers for livestock
9,Hand-held electronic scales
17,Fibreglass for insulation
5,Chemical contraceptives
29,Waffle fries
40,Coffee roasting and processing
5,Acai powder dietary supplements
5,Acne treatment preparations
5,Air deodorising preparations
5,Amino acids for veterinary purposes
5,Almond milk for pharmaceutical purposes
5,Antibacterial soap
5,Anticryptogamic preparations
5,Appetite suppressant pills
5,"Candy, medicated"
38,Internet access provider services
5,Bacteriological preparations for medical and veterinary use
9,Trail cameras
10,Therapeutic weighted blankets
11,Dehumidifiers for household purposes
9,Downloadable BIOS (basic input output system) computer programs
9,Downloadable computer programs for processing digital music files
9,Downloadable computer programs for network management
9,Downloadable anti-piracy software
9,Downloadable enterprise software in the nature of a database for non-transactional data and a search engine for database content
9,Downloadable computer software for creating digital animation and special effects of images
9,"Electronic software updates, namely, downloadable computer software and associated downloadable data files for updating computer software in the fields of {indicate fields}, provided via computer and communication networks"
9,"Computer hardware and recorded software systems for {specify the function of the systems, e.g., remotely controlling lighting devices within a building}"
9,"Computer software platforms, recorded, for {indicate purpose of platforms, e.g., application development, web hosting, database management, etc.}"
9,Downloadable computer programs for pre-recording sports games
9,"Computer game software for use with personal computers, home video game consoles used with televisions and arcade-based video game consoles"
9,"Recorded computer software platforms for {indicate the purpose of platforms, e.g., application development, web hosting, database management, etc.}"
9,Computer software for accessing information directories that may be downloaded from the global computer network
11,Nuclear reactors [atomic piles]
19,Non-metal doorknockers
16,Portable desks
21,Plates for diffusing aromatic oil
1,Nanopowders for industrial purposes
2,Toner for printers
26,Hat pins [for securing hats]
14,Precious metals and alloys thereof
28,Cornhole game sets
10,Surgical instruments for use in orthopedic and spinal surgery
25,Waterproof jackets and pants
10,Basins for medical purposes
41,"Publication of books, of magazines, of journals, of newspapers, of periodicals, of catalogs, of brochures"
16,Strips of fancy paper (tanzaku)
3,"Pomades for {indicate specific type, e.g., hair, lip, etc.} for cosmetic purposes"
30,Hot chocolate
10,Cutting and grinding discs for dental applications
18,Vanity cases sold empty
30,Spice mixes
35,Advertising and business management consultancy
5,Wearable insect repelling devices for attachment to clothing sold pre-filled with insect repelling preparations
24,Cloth napkins for removing make-up
5,Preparations for killing weeds and destroying vermin
3,Cosmetics for non-domestic animals
1,Manganese acetate
29,"Eels, not live"
9,"Cases for spectacles, for pince-nez and for contact lenses"
42,Web site design consultancy
10,Body fat monitors for medical purposes
14,"Watches, clocks, jewelry and imitation jewelry"
35,"Subscriptions to books, reviews, newspapers or comic books"
9,Thermionic tubes
37,Rental of electric washing machines
1,Anti-tarnishing chemicals for windows
18,Cat o' nine tails
6,Metal glazier points
20,Non-metal glazier points
21,Cafeteria trays
29,"Squashes, processed"
29,Processed leeks
29,Processed lentils
9,Electronic game programs
30,Bulgur
9,Apparatus for changing record player needles
9,Indicator lights for telecommunication apparatus
9,Portable audio players
9,Radar machines and apparatus
9,Remote control telemetering machines and instruments
9,Test tubes
9,Apparatus for recording distance
9,Apparatus for editing cinematographic film
9,Loran navigation machines and apparatus
10,Balling guns for administering capsules to animals
12,Shopping trolleys
12,Caps for vehicle fuel tanks
12,Dining carriages
11,Directional lights for bicycles
